town,city,cityCode,standard_county,province,standard_village,title,standard_town,search_title,lon,completionYear,county,address,lat,standard_province,salesPrice,standard_city,aliases
澳头,惠州,441300,大亚湾区,,,海岸新天地,澳头办事处,海岸新天地,114.535,2012,惠阳,新澳大道,22.7312,广东省,8431.0,惠州市,
西区,惠州,441300,大亚湾区,,,秋谷乐8街区,西区办事处,秋谷乐8街区,114.473,2012,惠阳,龙海三路,22.734,广东省,9463.0,惠州市,
经济开发区,惠州,441300,惠阳区,,,香山美墅,,香山美墅,114.51,2015,惠阳,205县道,22.9581,广东省,10515.0,惠州市,
霞涌,惠州,441300,大亚湾区,,,香海湾,霞涌办事处,香海湾,114.65,2012,惠阳,石化大道中,22.7731,广东省,7959.0,惠州市,
东湖花园,惠州,441300,惠城区,,东湖社区居委会,东湖花园零号小区东湖苑,桥东街道办事处,东湖花园0号小区东湖苑,114.431,2006,惠城,东湖路,23.0876,广东省,10438.0,惠州市,
东平北,惠州,441300,惠城区,,东平村民委员会,华宇新天大厦,桥东街道办事处,华宇新天大厦,114.427,2013,惠城,桃子园51号,23.0912,广东省,13960.0,惠州市,
小金口,惠州,441300,惠城区,,,铁路家属区,小金口街道办事处,铁路家属区,114.422,1995,惠城,站前一路,23.1618,广东省,6412.0,惠州市,
淡水西,惠州,441300,惠阳区,,,万祥豪苑,淡水街道办事处,万祥豪苑,114.438,2011,惠阳,金惠大道,22.7808,广东省,11624.0,惠州市,
南站新城,惠州,441300,惠阳区,,,枫璟丽园,,枫璟丽园,114.487,2013,惠阳,星河西六路,22.7804,广东省,7294.0,惠州市,
石湾,惠州,441300,博罗县,,,一品中央,石湾镇,1品中央,113.874,2011,博罗,宏明西路,23.1411,广东省,7291.0,惠州市,
经济开发区,惠州,441300,惠阳区,,,三和国际花园城,,3和国际花园城,114.493,2012,惠阳,御和路,22.8996,广东省,8837.0,惠州市,
柏塘,惠州,441300,博罗县,,,山水花园,柏塘镇,山水花园,114.399,2011,博罗,花园北路,23.5472,广东省,5859.0,惠州市,
陈江,惠州,441300,仲恺高新区,,,瑞麒一品阳光,陈江街道办事处,瑞麒1品阳光,114.345,0,惠城,和畅西二路18号,23.0186,广东省,7840.0,惠州市,
园洲,惠州,441300,博罗县,,,水岸香洲,园洲镇,水岸香洲,113.984,2010,博罗,香洲路,23.1387,广东省,7745.0,惠州市,
淡水西,惠州,441300,惠阳区,,,城市BOX,淡水街道办事处,城市BOX,114.457,2011,惠阳,白云二路,22.785,广东省,12613.0,惠州市,
西区,惠州,441300,大亚湾区,,,金碧蓝湾,西区办事处,金碧蓝湾,114.483,0,惠阳,开城大道南路,22.7764,广东省,11118.0,惠州市,
经济开发区,惠州,441300,惠阳区,,,丽山花园,,丽山花园,114.481,0,惠阳,惠南大道,22.9625,广东省,7235.0,惠州市,
中心区,惠州,441300,惠阳区,,,荣盛花语馨苑,,荣盛花语馨苑,114.551,2019,惠阳,龙华地产北侧道路,22.755,广东省,9996.0,惠州市,
龙溪,惠州,441300,博罗县,,,汇金广场,龙溪镇,汇金广场,114.118,0,博罗,龙桥大道1238号,23.1222,广东省,8151.0,惠州市,
淡水西,惠州,441300,惠阳区,,,龙海壹号,淡水街道办事处,龙海1号,114.473,2017,惠阳,龙海一路,22.7703,广东省,16471.0,惠州市,
陈江,惠州,441300,仲恺高新区,,,金升楼,陈江街道办事处,金升楼,114.32,2016,惠城,五一大道,23.0238,广东省,4400.0,惠州市,
澳头,惠州,441300,大亚湾区,,,花香四季雅苑,澳头办事处,花香4季雅苑,114.524,2015,惠阳,新澳大道,22.7387,广东省,7290.0,惠州市,
水口,惠州,441300,惠城区,,,美丽洲花园,水口街道办事处,美丽洲花园,114.47,0,惠城,惠州大道,23.0812,广东省,10658.0,惠州市,
西区,惠州,441300,大亚湾区,,,缤纷TOWN,西区办事处,缤纷TOWN,114.473,2016,惠阳,石化大道,22.7473,广东省,11020.0,惠州市,
江北滨江区,惠州,441300,惠城区,,,保利达江湾南岸,江北街道办事处,保利达江湾南岸,114.443,2013,惠城,沿江路8号,23.1195,广东省,18410.0,惠州市,达江湾南岸
澳头,惠州,441300,大亚湾区,,,金港1号,澳头办事处,金港1号,114.54,2016,惠阳,中兴中路,22.7324,广东省,9324.0,惠州市,
澳头,惠州,441300,大亚湾区,,,泰达红树湾,澳头办事处,泰达红树湾,114.54,2016,惠阳,中兴中路74号,22.7359,广东省,8037.0,惠州市,
大湖溪,惠州,441300,惠城区,,湖溪社区居委会,阳光新苑,水口街道办事处,阳光新苑,114.463,2016,惠城,人民南四路17号,23.1052,广东省,10673.0,惠州市,
水口,惠州,441300,惠城区,,,汇德华府,水口街道办事处,汇德华府,114.468,2010,惠城,龙湖大道,23.125,广东省,9556.0,惠州市,
澳头,惠州,441300,大亚湾区,,,德安华府,澳头办事处,德安华府,114.533,2015,惠阳,洗马湖路,22.7221,广东省,11008.0,惠州市,
南站新城,惠州,441300,惠阳区,,,锦上花,,锦上花,114.474,0,惠阳,中山二路4号,22.7889,广东省,9623.0,惠州市,
巽寮,惠州,441300,惠东县,,,享海1777,巺寮滨海旅游渡假区管理委员会,享海1777,114.914,2018,惠东,东头公路129号,22.6094,广东省,17226.0,惠州市,
小金口,惠州,441300,惠城区,,,中信汤泉度假村,小金口街道办事处,中信汤泉度假村,114.376,2016,惠城,惠州大道298号,23.2082,广东省,19925.0,惠州市,汤泉度假村
江北滨江区,惠州,441300,惠城区,,,日昇昌天誉,江北街道办事处,日昇昌天誉,114.414,2016,惠城,文华二路,23.1203,广东省,14062.0,惠州市,
金山湖,惠州,441300,惠城区,,,江湾公馆,河南岸街道办事处,江湾公馆,114.438,2012,惠城,白泥路,23.0761,广东省,15979.0,惠州市,
惠环,惠州,441300,仲恺高新区,,,口岸外商公寓,惠环街道办事处,口岸外商公寓,114.361,2007,惠城,惠风二路,23.0255,广东省,5462.0,惠州市,
平山,惠州,441300,惠东县,,,沣盛帝景,平山街道办事处,沣盛帝景,114.717,2015,惠东,河南路,22.9747,广东省,7829.0,惠州市,
惠环,惠州,441300,仲恺高新区,,,天健阳光花园,惠环街道办事处,天健阳光花园,114.363,2017,惠城,惠台路,23.0162,广东省,8150.0,惠州市,
石湾,惠州,441300,博罗县,,,现代华府,石湾镇,现代华府,113.904,2015,博罗,石湾大道,23.1566,广东省,7307.0,惠州市,
商业东街,惠州,441300,博罗县,,,鹏辉花园,,鹏辉花园,114.301,0,博罗,商业东街,23.1738,广东省,6002.0,惠州市,
北门窑下,惠州,441300,博罗县,,,怡安苑,,怡安苑,114.286,0,博罗,人民路,23.174,广东省,4144.0,惠州市,
博罗体育中心,惠州,441300,博罗县,,,群富花园,,群富花园,114.283,2010,博罗,罗埔一路60号,23.1792,广东省,5291.0,惠州市,
西区,惠州,441300,大亚湾区,,,大悦财富城,西区办事处,大悦财富城,114.495,0,惠阳,龙海三路,22.7349,广东省,8238.0,惠州市,
淡水中心区,惠州,441300,惠阳区,,,嘉兴苑,淡水街道办事处,嘉兴苑,114.467,2010,惠阳,永兴路,22.8187,广东省,8838.0,惠州市,
淡水西,惠州,441300,惠阳区,,,南宝大厦,淡水街道办事处,南宝大厦,114.436,2009,惠阳,坑兴发路,22.7835,广东省,8192.0,惠州市,
龙丰,惠州,441300,惠城区,,,佳兆业1号花园,龙丰街道办事处,佳兆业1号花园,114.397,2017,惠城,古塘坳路,23.0582,广东省,11193.0,惠州市,1号花园
下角,惠州,441300,惠城区,,下角村民委员会,江南丽苑二期,江南街道办事处,江南丽苑2期,114.405,2005,惠城,江边路33号,23.1118,广东省,11633.0,惠州市,江南丽苑
龙光德州城,惠州,441300,惠阳区,,,德州城,,德州城,114.429,2008,惠阳,龙山一路61号,22.7565,广东省,11496.0,惠州市,
惠环,惠州,441300,仲恺高新区,,,壹号公馆,惠环街道办事处,1号公馆,114.369,2018,惠城,松阳路6号,23.0437,广东省,9709.0,惠州市,
惠环,惠州,441300,仲恺高新区,,,双城君,惠环街道办事处,双城君,114.354,2018,惠城,华星路75号,23.0362,广东省,15426.0,惠州市,
长宁,惠州,441300,博罗县,,,罗浮新城,长宁镇,罗浮新城,114.057,0,博罗,罗浮大道,23.2155,广东省,7592.0,惠州市,
麦地西,惠州,441300,惠城区,,麦地社区居委会,南山公馆二期,桥西街道办事处,南山公馆2期,114.399,2010,惠城,鹅岭南路45号,23.0763,广东省,10885.0,惠州市,南山公馆
龙丰,惠州,441300,惠城区,,,金迪星苑八期,龙丰街道办事处,金迪星苑8期,114.398,2008,惠城,金榜路,23.0623,广东省,11029.0,惠州市,金迪星苑
龙丰,惠州,441300,惠城区,,,金迪星苑七期,龙丰街道办事处,金迪星苑7期,114.397,2008,惠城,金榜路,23.0615,广东省,10713.0,惠州市,金迪星苑
长宁,惠州,441300,博罗县,,,岭南雅苑,长宁镇,岭南雅苑,114.051,2012,博罗,罗浮路91号,23.2188,广东省,6043.0,惠州市,
龙门,惠州,441300,龙门县,,,富力南昆山温泉养生谷,,富力南昆山温泉养生谷,114.016,2015,龙门,广河高速,23.5883,广东省,9484.0,惠州市,南昆山温泉养生谷
龙门,惠州,441300,龙门县,,,碧桂园南昆大观,,碧桂园南昆大观,114.036,0,龙门,119省道,23.6184,广东省,13740.0,惠州市,南昆大观
罗阳,惠州,441300,博罗县,,,半山豪庭,罗阳镇,半山豪庭,114.313,2013,博罗,商业东街,23.178,广东省,8462.0,惠州市,
西区,惠州,441300,大亚湾区,,,创富豪庭,西区办事处,创富豪庭,114.473,2017,惠阳,龙山六路12号,22.7331,广东省,11582.0,惠州市,
大湖溪,惠州,441300,惠城区,,湖溪社区居委会,家好花苑,水口街道办事处,家好花苑,114.46,2008,惠城,湖溪大道,23.1,广东省,7774.0,惠州市,
大湖溪,惠州,441300,惠城区,,湖溪社区居委会,大湖星城,水口街道办事处,大湖星城,114.457,0,惠城,湖溪大道,23.0922,广东省,7571.0,惠州市,
西区,惠州,441300,大亚湾区,,,伴山园,西区办事处,伴山园,114.473,0,惠阳,龙山六路,22.7413,广东省,8257.0,惠州市,
东平北,惠州,441300,惠城区,,东平村民委员会,蓝湾逸居,桥东街道办事处,蓝湾逸居,114.425,2013,惠城,盐仓街58号,23.0917,广东省,12683.0,惠州市,
淡水西,惠州,441300,惠阳区,,,虹桥大厦,淡水街道办事处,虹桥大厦,114.467,1997,惠阳,承修三路,22.7853,广东省,4629.0,惠州市,
东湖花园,惠州,441300,惠城区,,东湖社区居委会,龙湖小区,桥东街道办事处,龙湖小区,114.431,0,惠城,东湖中路29号,23.0888,广东省,6171.0,惠州市,
龙光德州城,惠州,441300,惠阳区,,,秋谷跃府,,秋谷跃府,114.435,2018,惠阳,石化大道西,22.7499,广东省,8429.0,惠州市,
南站新城,惠州,441300,惠阳区,,,中信新城,,中信新城,114.5,2014,惠阳,白云路,22.8164,广东省,11026.0,惠州市,
罗阳,惠州,441300,博罗县,,,榕苑花园,罗阳镇,榕苑花园,114.292,0,博罗,商业中街178号,23.1716,广东省,5264.0,惠州市,
北门窑下,惠州,441300,博罗县,,,世纪新苑,,世纪新苑,114.283,2015,博罗,文广路125号,23.1721,广东省,7053.0,惠州市,
新墟,惠州,441300,惠阳区,,,牧云溪谷,新圩镇,牧云溪谷,114.332,2018,惠阳,长山路,22.8137,广东省,14626.0,惠州市,
商业东街,惠州,441300,博罗县,,,惠德园,,惠德园,114.302,0,博罗,商业东街,23.1748,广东省,4956.0,惠州市,
麦地西,惠州,441300,惠城区,,麦地社区居委会,龙丰科肚一号小区,桥西街道办事处,龙丰科肚1号小区,114.404,0,惠城,花园水东路2号,23.0834,广东省,5553.0,惠州市,
澳头,惠州,441300,大亚湾区,,,华西星辉公馆,澳头办事处,华西星辉公馆,114.522,2017,惠阳,大亚湾大道7号,22.7393,广东省,11428.0,惠州市,
秋长沙田,惠州,441300,惠阳区,,,华悦顺祥花园,秋长街道办事处,华悦顺祥花园,114.444,2017,惠阳,迎宾路61号,22.8176,广东省,8869.0,惠州市,
江北中心区,惠州,441300,惠城区,,,唐宁公馆,江北街道办事处,唐宁公馆,114.431,0,惠城,新沥路36号,23.1319,广东省,15451.0,惠州市,
石湾,惠州,441300,博罗县,,,双城峰景,石湾镇,双城峰景,113.893,2017,博罗,兴业大道,23.1383,广东省,8317.0,惠州市,
东江新城,惠州,441300,仲恺高新区,,东江村民委员会,文岭西堤,陈江街道办事处,文岭西堤,114.454,2017,惠城,旭日路2号,23.0761,广东省,15562.0,惠州市,
淡水中心区,惠州,441300,惠阳区,,,百顺名居,淡水街道办事处,百顺名居,114.457,0,惠阳,上湖西街,22.7874,广东省,10811.0,惠州市,
江北中心区,惠州,441300,惠城区,,,茶花小居,江北街道办事处,茶花小居,114.431,2007,惠城,新沥路9号,23.1229,广东省,6783.0,惠州市,
河南岸,惠州,441300,惠城区,,,风华阁,河南岸街道办事处,风华阁,114.429,0,惠城,南岸路,23.0697,广东省,7750.0,惠州市,
龙丰,惠州,441300,惠城区,,,富锦鑫群府,龙丰街道办事处,富锦鑫群府,114.375,0,惠城,共联路,23.0965,广东省,9704.0,惠州市,
南站新城,惠州,441300,惠阳区,,,富丽楼,,富丽楼,114.482,1990,惠阳,惠康东路一巷,22.7848,广东省,5139.0,惠州市,
麦地东,惠州,441300,惠城区,,麦地社区居委会,浩盛商住楼,桥西街道办事处,浩盛商住楼,114.419,0,惠城,花边南路45-12号,23.069,广东省,11538.0,惠州市,
惠环,惠州,441300,仲恺高新区,,,华裕居,惠环街道办事处,华裕居,114.364,0,惠城,仲恺大道21号,23.0301,广东省,8943.0,惠州市,
龙丰,惠州,441300,惠城区,,,怀清廷院嘉清阁,龙丰街道办事处,怀清廷院嘉清阁,114.393,0,惠城,上排路11号,23.082,广东省,9767.0,惠州市,
东平北,惠州,441300,惠城区,,东平村民委员会,惠州市人民医院东怡楼宿舍,桥东街道办事处,惠州市人民医院东怡楼宿舍,114.438,0,惠城,环岛二路,23.1003,广东省,10645.0,惠州市,
江北新区,惠州,441300,惠城区,,,润城双壁湾,江北街道办事处,润城双壁湾,114.363,2016,惠城,惠博大道466号,23.1532,广东省,11178.0,惠州市,
下角,惠州,441300,惠城区,,下角村民委员会,凌湖轩,江南街道办事处,凌湖轩,114.396,2009,惠城,新村路,23.1127,广东省,9285.0,惠州市,
麦地西,惠州,441300,惠城区,,麦地社区居委会,龙丰科肚五号小区,桥西街道办事处,龙丰科肚5号小区,114.403,0,惠城,龙景街,23.0804,广东省,5764.0,惠州市,
下埔,惠州,441300,惠城区,,下埔社区居委会,龙珠楼,桥西街道办事处,龙珠楼,114.423,0,惠城,麦地路75-18号,23.0846,广东省,5656.0,惠州市,
西区,惠州,441300,大亚湾区,,,秋谷南迪苑,西区办事处,秋谷南迪苑,114.473,0,惠阳,龙海三路,22.7342,广东省,9401.0,惠州市,
中心区,惠州,441300,惠阳区,,,湾畔福邸,,湾畔福邸,114.551,0,惠阳,石化大道,22.747,广东省,7480.0,惠州市,
下埔,惠州,441300,惠城区,,下埔社区居委会,下埔五号小区,桥西街道办事处,下埔5号小区,114.419,0,惠城,北二街,23.0877,广东省,6196.0,惠州市,
南坛,惠州,441300,惠城区,,南坛社区居委会,新东方大厦,桥西街道办事处,新东方大厦,114.417,0,惠城,花边北路9号,23.0838,广东省,14873.0,惠州市,
澳头,惠州,441300,大亚湾区,,,亚迪二村,澳头办事处,亚迪2村,114.537,0,惠阳,大涌路,22.7165,广东省,8496.0,惠州市,
麦地西,惠州,441300,惠城区,,麦地社区居委会,怡和金岭苑,桥西街道办事处,怡和金岭苑,114.4,0,惠城,仲恺大道惠环段9号,23.0731,广东省,7554.0,惠州市,
龙丰,惠州,441300,惠城区,,,永康楼,龙丰街道办事处,永康楼,114.395,0,惠城,沙下路,23.0834,广东省,4453.0,惠州市,
河南岸,惠州,441300,惠城区,,,永明楼,河南岸街道办事处,永明楼,114.426,0,惠城,斑樟湖一横街1巷14号,23.0839,广东省,10370.0,惠州市,
平山,惠州,441300,惠东县,,,碧湖花园,平山街道办事处,碧湖花园,114.737,2008,惠东,通园街33号,22.9836,广东省,7750.0,惠州市,
商业东街,惠州,441300,博罗县,,,电力苑,,电力苑,114.297,1997,博罗,建设路151号,23.1761,广东省,4162.0,惠州市,
南部新城,惠州,441300,惠城区,,,东江学府三期,,东江学府3期,114.443,2013,惠城,体育南路,23.0314,广东省,14122.0,惠州市,东江学府
东湖花园,惠州,441300,惠城区,,东湖社区居委会,东平瑶头新村,桥东街道办事处,东平瑶头新村,114.44,0,惠城,东湖西路,23.0931,广东省,6000.0,惠州市,
平山,惠州,441300,惠东县,,,海悦花园,平山街道办事处,海悦花园,114.724,0,惠东,河南路,22.9713,广东省,6446.0,惠州市,
淡水西,惠州,441300,惠阳区,,,翰林楼,淡水街道办事处,翰林楼,114.458,2011,惠阳,南湖北路32号,22.7831,广东省,8041.0,惠州市,
龙门,惠州,441300,龙门县,,,豪源楼,,豪源楼,114.266,0,龙门,太平新路,23.7387,广东省,7954.0,惠州市,
平山,惠州,441300,惠东县,,,好顺景小区,平山街道办事处,好顺景小区,114.725,0,惠东,滨源路,22.9737,广东省,6064.0,惠州市,
商业东街,惠州,441300,博罗县,,,恒康花园,,恒康花园,114.299,0,博罗,中园四路,23.1755,广东省,4113.0,惠州市,
平山,惠州,441300,惠东县,,,华景花苑,平山街道办事处,华景花苑,114.715,2006,惠东,侨胜南路49号,22.982,广东省,7817.0,惠州市,
平山,惠州,441300,惠东县,,,华馨苑,平山街道办事处,华馨苑,114.725,0,惠东,滨源路,22.9734,广东省,6300.0,惠州市,
东平北,惠州,441300,惠城区,,东平村民委员会,黄家塘,桥东街道办事处,黄家塘,114.427,0,惠城,黄家塘街,23.0947,广东省,5727.0,惠州市,
平山,惠州,441300,惠东县,,,惠东金河湾花园二期上游风尚,平山街道办事处,惠东金河湾花园2期上游风尚,114.726,2014,惠东,莲花西路,22.9988,广东省,8122.0,惠州市,惠东金河湾花园 惠东金河湾花园上游风尚 上游风尚
平山,惠州,441300,惠东县,,,惠峰花园,平山街道办事处,惠峰花园,114.738,2008,惠东,|长排街,22.9886,广东省,3800.0,惠州市,
平山,惠州,441300,惠东县,,,惠景花园,平山街道办事处,惠景花园,114.732,2002,惠东,松子岭91号,22.9906,广东省,5000.0,惠州市,
江北中心区,惠州,441300,惠城区,,,金宝云山花园二期,江北街道办事处,金宝云山花园2期,114.429,1995,惠城,花园路11号,23.1222,广东省,9106.0,惠州市,云山花园2期 云山花园 金宝云山花园
平山,惠州,441300,惠东县,,,金河湾花园,平山街道办事处,金河湾花园,114.724,2012,惠东,金塘路18号,22.9977,广东省,7367.0,惠州市,
河南岸,惠州,441300,惠城区,,,金山湖花园2区,河南岸街道办事处,金山湖花园2区,114.434,2012,惠城,环湖三路,23.0665,广东省,16284.0,惠州市,金山湖花园
龙门,惠州,441300,龙门县,,,金叶花园,,金叶花园,114.28,2001,龙门,环城东路,23.727,广东省,7703.0,惠州市,
石湾,惠州,441300,博罗县,,,康居花园,石湾镇,康居花园,113.87,0,博罗,历山路1号,23.1298,广东省,6707.0,惠州市,
龙光德州城,惠州,441300,惠阳区,,,龙光东部曦城,,龙光东部曦城,114.422,0,惠阳,西南大道,22.7239,广东省,11603.0,惠州市,东部曦城
长宁,惠州,441300,博罗县,,,罗浮天赋,长宁镇,罗浮天赋,114.116,2012,博罗,水库道路,23.2572,广东省,7000.0,惠州市,
河南岸,惠州,441300,惠城区,,,螺子湖三号小区,河南岸街道办事处,螺子湖3号小区,114.423,0,惠城,螺子湖北街55号,23.0788,广东省,7860.0,惠州市,
博罗体育中心,惠州,441300,博罗县,,,绿雅苑,,绿雅苑,114.281,0,博罗,工业大道,23.189,广东省,7500.0,惠州市,
南站新城,惠州,441300,惠阳区,,,美华苑,,美华苑,114.48,0,惠阳,体育路,22.796,广东省,6380.0,惠州市,
平山,惠州,441300,惠东县,,,农机二厂宿舍区,平山街道办事处,农机2厂宿舍区,114.725,0,惠东,乌坭山2巷24-29号,22.9843,广东省,3900.0,惠州市,
园洲,惠州,441300,博罗县,,,农信花园,园洲镇,农信花园,113.969,0,博罗,北门路,23.1321,广东省,4629.0,惠州市,
平山,惠州,441300,惠东县,,,侨城水岸,平山街道办事处,侨城水岸,114.711,2013,惠东,侨盛南路,22.9801,广东省,9444.0,惠州市,
罗阳,惠州,441300,博罗县,,,榕城新苑,罗阳镇,榕城新苑,114.293,0,博罗,塘滩路45号,23.1676,广东省,6136.0,惠州市,
平山,惠州,441300,惠东县,,,山水豪庭,平山街道办事处,山水豪庭,114.74,2011,惠东,象棋路56号,22.9727,广东省,9213.0,惠州市,
园洲,惠州,441300,博罗县,,,盛园华府,园洲镇,盛园华府,113.988,2010,博罗,秀丽路,23.1285,广东省,7126.0,惠州市,
石湾,惠州,441300,博罗县,,,世纪花园,石湾镇,世纪花园,113.869,2015,博罗,历山路,23.1279,广东省,6725.0,惠州市,
北门窑下,惠州,441300,博罗县,,,滕岭文明小区,,滕岭文明小区,114.285,0,博罗,人民路,23.1762,广东省,4953.0,惠州市,
南坛,惠州,441300,惠城区,,南坛社区居委会,天鹰大厦,桥西街道办事处,天鹰大厦,114.413,0,惠城,南坛东路5号,23.0877,广东省,11328.0,惠州市,
南站新城,惠州,441300,惠阳区,,,仙井楼,,仙井楼,114.481,0,惠阳,幸福一路,22.7966,广东省,5467.0,惠州市,
南站新城,惠州,441300,惠阳区,,,兴业楼,,兴业楼,114.481,0,惠阳,长兴路,22.7913,广东省,6086.0,惠州市,
平山,惠州,441300,惠东县,,,兴银小区,平山街道办事处,兴银小区,114.722,2011,惠东,大新街,22.9916,广东省,5263.0,惠州市,
商业东街,惠州,441300,博罗县,,,雅安阁小区,,雅安阁小区,114.297,0,博罗,中园四路18号,23.175,广东省,4531.0,惠州市,
北门窑下,惠州,441300,博罗县,,,怡苑花园,,怡苑花园,114.292,0,博罗,光明路1-3号,23.1748,广东省,3166.0,惠州市,
黄埠,惠州,441300,惠东县,,,雍翠园,黄埠镇,雍翠园,114.935,2003,惠东,广汕路133号,22.8182,广东省,8240.0,惠州市,
长宁,惠州,441300,博罗县,,,中港城,长宁镇,中港城,113.994,2015,博罗,广汕路,23.2231,广东省,11504.0,惠州市,
惠阳东,惠州,441300,惠阳区,,,碧桂园山河城(别墅),,碧桂园山河城(别墅),114.52,2011,惠阳,三和大道,22.8919,广东省,11714.0,惠州市,碧桂园山河城 山河城
巽寮,惠州,441300,惠东县,,,檀悦都喜天丽度假酒店,巺寮滨海旅游渡假区管理委员会,檀悦都喜天丽度假酒店,114.918,2019,惠东,213县道,22.6157,广东省,18160.0,惠州市,
澳头,惠州,441300,大亚湾区,,,东方新天地,澳头办事处,东方新天地,114.539,2011,惠阳,中兴中路1号,22.729,广东省,7426.0,惠州市,
霞涌,惠州,441300,大亚湾区,,,华润小径湾,霞涌办事处,华润小径湾,114.703,0,惠阳,石化大道东,22.7978,广东省,16281.0,惠州市,小径湾
巽寮,惠州,441300,惠东县,,,富茂威尼斯湾,巺寮滨海旅游渡假区管理委员会,富茂威尼斯湾,114.839,0,惠东,210县道,22.7953,广东省,9578.0,惠州市,
新墟,惠州,441300,惠阳区,,,牧云溪谷(别墅),新圩镇,牧云溪谷(别墅),114.332,2018,惠阳,长山路,22.8137,广东省,25524.0,惠州市,牧云溪谷
淡水中心区,惠州,441300,惠阳区,,,半岛1号三期(别墅),淡水街道办事处,半岛1号3期(别墅),114.443,2012,惠阳,滨河北路,22.806,广东省,15314.0,惠州市,半岛1号3期 半岛1号
淡水中心区,惠州,441300,惠阳区,,,半岛1号五期(别墅),淡水街道办事处,半岛1号5期(别墅),114.445,2012,惠阳,北环路,22.8082,广东省,15053.0,惠州市,半岛1号5期 半岛1号
园洲,惠州,441300,博罗县,,,东江华庭(别墅),园洲镇,东江华庭(别墅),113.981,2008,博罗,兴园四路,23.1242,广东省,8487.0,惠州市,东江华庭
江北中心区,惠州,441300,惠城区,,,鼎峰国汇山(别墅),江北街道办事处,鼎峰国汇山(别墅),114.444,2017,惠城,惠民大道,23.1324,广东省,25205.0,惠州市,鼎峰国汇山
龙门,惠州,441300,龙门县,,,保利锦里(别墅),,保利锦里(别墅),113.997,2016,龙门,增马路,23.5748,广东省,14431.0,惠州市,保利锦里
龙门,惠州,441300,龙门县,,,紫来龙庭山庄(别墅),,紫来龙庭山庄(别墅),114.037,2015,龙门,119省道,23.6186,广东省,12126.0,惠州市,紫来龙庭山庄
西区,惠州,441300,大亚湾区,,,卓越东部蔚蓝海岸(别墅),西区办事处,卓越东部蔚蓝海岸(别墅),114.452,2017,惠阳,石化大道西66号,22.7527,广东省,17385.0,惠州市,卓越东部蔚蓝海岸
南站新城,惠州,441300,惠阳区,,,中信新城(别墅),,中信新城(别墅),114.5,2014,惠阳,白云路,22.8164,广东省,16133.0,惠州市,中信新城
巽寮,惠州,441300,惠东县,,,享海1777(别墅),巺寮滨海旅游渡假区管理委员会,享海1777(别墅),114.914,0,惠东,东头公路129号,22.6094,广东省,40268.0,惠州市,享海1777
经济开发区,惠州,441300,惠阳区,,,乡墅惠阳振业城(别墅),,乡墅惠阳振业城(别墅),114.473,2013,惠阳,惠南大道,22.8672,广东省,16025.0,惠州市,乡墅惠阳振业城
下角,惠州,441300,惠城区,,下角村民委员会,景亿凤凰谷(别墅),江南街道办事处,景亿凤凰谷(别墅),114.39,0,惠城,丰山路36号,23.1043,广东省,17123.0,惠州市,景亿凤凰谷
水口,惠州,441300,惠城区,,,鸿升世纪东方城(别墅),水口街道办事处,鸿升世纪东方城(别墅),114.473,2009,惠城,惠泽大道,23.1077,广东省,14787.0,惠州市,鸿升世纪东方城
黄埠,惠州,441300,惠东县,,,碧桂园九龙湾(别墅),黄埠镇,碧桂园9龙湾(别墅),114.955,2018,惠东,广场路19号,22.7499,广东省,15730.0,惠州市,碧桂园9龙湾 9龙湾
经济开发区,惠州,441300,惠阳区,,,金果湾,,金果湾,114.393,2012,惠阳,惠莞高速,22.9463,广东省,9495.0,惠州市,
金山湖,惠州,441300,惠城区,,,泰丰千花岛(别墅),河南岸街道办事处,泰丰千花岛(别墅),114.44,2017,惠城,环湖一路,23.0669,广东省,36549.0,惠州市,泰丰千花岛
大湖溪,惠州,441300,惠城区,,湖溪社区居委会,海伦堡海伦湾(别墅),水口街道办事处,海伦堡海伦湾(别墅),114.451,2018,惠城,惠州大道,23.0997,广东省,15432.0,惠州市,海伦湾 海伦堡海伦湾
澳头,惠州,441300,大亚湾区,,,海伦堡爱ME城市(别墅),澳头办事处,海伦堡爱ME城市(别墅),114.534,2016,惠阳,教育路,22.7245,广东省,15447.0,惠州市,爱ME城市 海伦堡爱ME城市
罗阳,惠州,441300,博罗县,,,恒福山语海,罗阳镇,恒福山语海,114.306,2020,博罗,滨江中路,23.1681,广东省,8164.0,惠州市,山语海
巽寮,惠州,441300,惠东县,,,金融街海世界,巺寮滨海旅游渡假区管理委员会,金融街海世界,114.76,0,惠东,金海湾大道,22.6863,广东省,13983.0,惠州市,
江北滨江区,惠州,441300,惠城区,,,21克拉,江北街道办事处,21克拉,114.435,2012,惠城,云山东路26号,23.1189,广东省,15784.0,惠州市,
平山,惠州,441300,惠东县,,,侨滨苑,平山街道办事处,侨滨苑,114.719,0,惠东,新平大道,22.9729,广东省,6884.0,惠州市,
稔山,惠州,441300,惠东县,,,合生海角1号,稔山镇,合生海角1号,114.753,2017,惠东,长坑地段,22.7843,广东省,10322.0,惠州市,
大湖溪,惠州,441300,惠城区,,湖溪社区居委会,大新城二期,水口街道办事处,大新城2期,114.466,2015,惠城,谭屋一路,23.1067,广东省,10805.0,惠州市,大新城
平山,惠州,441300,惠东县,,,波士顿亨信大厦,平山街道办事处,波士顿亨信大厦,114.721,2015,惠东,新平大道,22.9781,广东省,7037.0,惠州市,
